# Empirical Bayesian Rates
# Rate in each gamma category: category 1, Rate= 0.005920067 category 2, Rate= 0.1297438 category 3, Rate= 1.253818 
# Posterior probability for each category, and each position is given.
POS	Rate	Categ 1	Categ 2	Categ 3	
856	0.3104409	0.2112485	0.6047292	0.1840222	
857	0.1379343	0.1311235	0.8471459	0.02173052	
858	0.1379343	0.1311235	0.8471459	0.02173052	
859	1.19571	0.0003573413	0.05129692	0.9483457	
860	1.097353	0.06225257	0.07008417	0.8676633	
861	0.5692921	0.3000853	0.275827	0.4240876	
862	0.7467952	0.2215422	0.2051117	0.5733461	
863	0.9849142	0.005076626	0.2335866	0.7613368	
864	0.5010132	0.1954155	0.4527692	0.3518153	
865	0.586552	0.01796556	0.5736693	0.4083651	
866	1.042011	0.0007101318	0.1876398	0.81165	
867	0.1145488	0.134988	0.8636601	0.00135192	
868	0.1952862	0.152822	0.7720358	0.07514218	
869	1.058842	0.05174673	0.1160075	0.8322457	
870	1.249538	5.500827e-05	0.003746505	0.9961985	
871	0.2476715	0.01055205	0.8833746	0.1060733	
872	0.684822	0.2345548	0.2457982	0.5196469	
873	1.136193	0.02956414	0.07182051	0.8986154	
874	1.182322	0.02719668	0.03341218	0.9393911	
875	0.9853044	0.1173326	0.1086178	0.7740496	
876	1.136193	0.02956414	0.07182051	0.8986154	
877	1.136193	0.02956414	0.07182051	0.8986154	
878	0.9853044	0.1173326	0.1086178	0.7740496	
879	1.159126	0.02304333	0.0586583	0.9182984	
880	0.7844261	0.1900296	0.2066183	0.603352	
881	1.185083	0.02809092	0.02996265	0.9419464	
882	1.249538	5.500827e-05	0.003746505	0.9961985	
883	1.102815	0.01612657	0.116432	0.8674414	
884	0.2249942	0.1223855	0.7793963	0.09821823	
885	1.236943	0.00524685	0.009187621	0.9855655	
886	1.251496	0.0005083735	0.001500915	0.9979907	
887	1.249226	0.001068638	0.002898813	0.9960325	
888	1.194884	0.01913716	0.03118335	0.9496795	
889	0.6311782	0.01051028	0.5422453	0.4472444	
890	1.226795	0.004430296	0.01912197	0.9764477	
891	1.220657	0.00300759	0.02616203	0.9708304	
892	0.1525525	0.1571973	0.8051953	0.0376073	
893	0.8358866	0.1779093	0.1742934	0.6477973	
894	0.8614754	0.002036826	0.346775	0.6511882	
895	0.6979615	0.2284944	0.2408371	0.5306685	
896	1.123921	0.03434887	0.07742655	0.8882246	
897	1.225217	0.007242031	0.01740462	0.9753533	
898	1.184846	0.01872364	0.04057307	0.9407033	
899	0.2249942	0.1223855	0.7793963	0.09821823	
900	0.1491303	0.2328114	0.7242964	0.04289226	
901	1.188964	0.01130344	0.04514668	0.9435499	
902	0.965706	0.1192001	0.1239798	0.7568202	
903	1.192149	0.01323634	0.04016794	0.9465957	
904	0.9601023	0.001512983	0.259616	0.738871	
905	0.8614754	0.002036826	0.346775	0.6511882	
906	0.1952862	0.152822	0.7720358	0.07514218	
907	0.1198728	0.1858996	0.8024039	0.0116965	
908	1.251766	2.935979e-05	0.001792627	0.998178	
909	0.1129556	0.2177291	0.7732218	0.009049085	
910	0.1129556	0.2177291	0.7732218	0.009049085	
911	0.1129556	0.2177291	0.7732218	0.009049085	
912	0.1711114	0.1879577	0.7545361	0.05750616	
913	0.4408316	0.04053226	0.6782527	0.2812151	
914	0.7768147	0.1990115	0.2034183	0.5975702	
915	0.1952862	0.152822	0.7720358	0.07514218	
916	0.6283712	0.005560493	0.5502376	0.4442019	
917	1.081643	0.002116575	0.1508206	0.8470629	
918	1.180198	5.429764e-05	0.06543344	0.9345123	
919	0.8221962	0.006945031	0.3762697	0.6167852	
920	0.9324691	0.1391029	0.1314528	0.7294443	
921	0.9324691	0.1391029	0.1314528	0.7294443	
922	0.6979615	0.2284944	0.2408371	0.5306685	
923	0.3974417	0.006875953	0.754217	0.238907	
924	1.219382	0.003452392	0.02680229	0.9697453	
925	0.7310432	0.2185633	0.222432	0.5590047	
926	0.2167113	0.1526906	0.7531215	0.09418791	
927	0.1145488	0.134988	0.8636601	0.00135192	
928	0.5869057	0.1965504	0.3750975	0.4283521	
929	0.7349198	0.06728595	0.3869248	0.5457892	
930	0.7349198	0.06728595	0.3869248	0.5457892	
931	0.3105787	0.09310643	0.7357628	0.1711307	
932	1.000934	0.008635673	0.2153841	0.7759802	
933	1.250612	6.957551e-06	0.002844092	0.997149	
934	1.235461	6.321487e-06	0.01632399	0.9836697	
935	0.2568799	0.4833341	0.3503208	0.1663452	
936	0.1952862	0.152822	0.7720358	0.07514218	
937	0.2249942	0.1223855	0.7793963	0.09821823	
938	0.1952862	0.152822	0.7720358	0.07514218	
939	0.1952862	0.152822	0.7720358	0.07514218	
940	1.245233	0.002076494	0.005331995	0.9925915	
941	1.2534	4.286476e-05	0.000324566	0.9996326	
942	1.189663	0.002932483	0.05381836	0.9432492	
943	0.1952862	0.152822	0.7720358	0.07514218	
944	0.1466389	0.1024809	0.8712001	0.02631909	
945	1.033961	0.06224875	0.1264836	0.8112677	
946	0.7614465	0.2056413	0.2097301	0.5846287	
947	1.225217	0.007242031	0.01740462	0.9753533	
948	1.225217	0.007242031	0.01740462	0.9753533	
949	0.1403882	0.4435201	0.498154	0.05832592	
950	1.225217	0.007242031	0.01740462	0.9753533	
951	0.1403882	0.4435201	0.498154	0.05832592	
952	0.7954199	0.06787672	0.3324468	0.5996764	
953	0.5216281	0.327083	0.2882582	0.3846587	
954	0.1904091	0.1547154	0.7742727	0.07101196	
955	1.057108	0.07388722	0.09297079	0.833142	
956	0.2249942	0.1223855	0.7793963	0.09821823	
957	1.141601	0.04664786	0.04804381	0.9053083	
958	1.249538	5.500827e-05	0.003746505	0.9961985	
959	0.1525525	0.1571973	0.8051953	0.0376073	
960	0.1739086	0.1685066	0.7736414	0.05785198	
961	1.182322	0.02719668	0.03341218	0.9393911	
962	1.136193	0.02956414	0.07182051	0.8986154	
963	0.9050884	0.1543017	0.1389382	0.7067601	
964	1.182322	0.02719668	0.03341218	0.9393911	
965	1.136193	0.02956414	0.07182051	0.8986154	
966	1.176658	2.408521e-05	0.06861612	0.9313598	
967	0.1952862	0.152822	0.7720358	0.07514218	
968	1.2531	0.0002287938	0.0003847606	0.9993864	
969	1.123921	0.03434887	0.07742655	0.8882246	
970	0.2249942	0.1223855	0.7793963	0.09821823	
971	0.2249942	0.1223855	0.7793963	0.09821823	
972	0.2249942	0.1223855	0.7793963	0.09821823	
973	0.2249942	0.1223855	0.7793963	0.09821823	
974	0.920957	0.006350785	0.2890697	0.7045795	
975	0.7652801	0.02635773	0.4053523	0.56829	
976	1.184846	0.01872364	0.04057307	0.9407033	
977	1.136193	0.02956414	0.07182051	0.8986154	
978	1.136193	0.02956414	0.07182051	0.8986154	
979	1.182794	5.066117e-05	0.06312824	0.9368211	
980	0.6809181	0.01257169	0.4957073	0.4917211	
981	0.6684086	0.004774846	0.5154916	0.4797335	
982	0.1952862	0.152822	0.7720358	0.07514218	
983	0.9732047	0.08514464	0.1551155	0.7597398	
984	0.8444217	0.03563723	0.3246446	0.6397181	
985	1.168704	0.0313154	0.04095411	0.9277305	
986	1.230365	0.002348623	0.0182571	0.9793943	
987	1.213541	0.005574103	0.0296428	0.9647831	
988	0.5317452	0.306508	0.3020993	0.3913926	
989	1.228207	0.007601503	0.01434526	0.9780532	
990	0.1952862	0.152822	0.7720358	0.07514218	
991	1.218987	0.0004461445	0.03049098	0.9690629	
992	1.231462	0.0002272251	0.01963645	0.9801363	
993	0.8684652	0.03132862	0.3080383	0.6606331	
994	0.2966007	0.08247857	0.7599966	0.1575249	
995	1.040973	0.07898319	0.101668	0.8193488	
996	1.244783	0.0007223705	0.007236172	0.9920415	
997	0.8646122	0.01377783	0.3309501	0.6552721	
998	1.231503	2.005251e-05	0.01982981	0.9801501	
999	0.6692726	0.005852349	0.5135268	0.4806208	
1000	0.195331	0.1721134	0.7505795	0.07730707	
1001	0.6196768	0.00922066	0.5539089	0.4368704	
1002	1.241464	0.0008445968	0.01005245	0.989103	
1003	1.130867	0.03820524	0.06696601	0.8948287	
1004	0.9342105	0.01094994	0.2721733	0.7168767	
1005	1.225217	0.007242031	0.01740462	0.9753533	
1006	1.243205	0.002084755	0.007127198	0.990788	
1007	0.1952862	0.152822	0.7720358	0.07514218	
1008	0.1952862	0.152822	0.7720358	0.07514218	
1009	0.1952862	0.152822	0.7720358	0.07514218	
1010	0.1952862	0.152822	0.7720358	0.07514218	
1011	1.169302	0.0339642	0.03748178	0.928554	
1012	0.6283712	0.005560493	0.5502376	0.4442019	
1013	0.2249942	0.1223855	0.7793963	0.09821823	
1014	1.221914	0.006481044	0.02118741	0.9723315	
1015	0.1952862	0.152822	0.7720358	0.07514218	
1016	0.1952862	0.152822	0.7720358	0.07514218	
1017	0.1952862	0.152822	0.7720358	0.07514218	
1018	0.1791034	0.05476681	0.895289	0.04994421	
1019	0.6684086	0.004774846	0.5154916	0.4797335	
1020	1.174478	0.01650876	0.05225508	0.9312362	
1021	0.1952862	0.152822	0.7720358	0.07514218	
1022	1.006969	0.02011503	0.1972709	0.782614	
1023	1.080878	0.004018391	0.1493895	0.8465921	
1024	1.139538	0.02526201	0.07362101	0.901117	
1025	0.9244835	0.002990129	0.2896634	0.7073465	
1026	0.8571546	0.1005446	0.2412599	0.6581956	
1027	1.215582	0.0001298209	0.03387175	0.9659984	
1028	1.213086	0.005229716	0.03043037	0.9643399	
1029	1.225217	0.007242031	0.01740462	0.9753533	
1030	1.248761	0.0006415022	0.003786522	0.995572	
1031	1.026113	0.0005774409	0.2019297	0.7974928	
1032	1.026113	0.0005774409	0.2019297	0.7974928	
1033	0.7401127	0.2064398	0.2278225	0.5657377	
1034	0.7014417	0.08092143	0.4015701	0.5175085	
1035	0.67315	0.08907446	0.4176879	0.4932377	
1036	0.67315	0.08907446	0.4176879	0.4932377	
1037	0.2249942	0.1223855	0.7793963	0.09821823	
1038	0.8757393	0.1622265	0.1562499	0.6815236	
1039	0.2919922	0.08644996	0.7596875	0.1538625	
1040	0.3097812	0.09336543	0.7361848	0.1704498	
1041	0.2115598	0.1360526	0.7761751	0.08777228	
1042	0.4405192	0.04478454	0.6738099	0.2814056	
1043	0.2966007	0.08247857	0.7599966	0.1575249	
1044	0.6283712	0.005560493	0.5502376	0.4442019	
1045	0.3719901	0.07833236	0.6975315	0.2241361	
1046	0.6684086	0.004774846	0.5154916	0.4797335	
1047	1.251782	1.644197e-07	0.001810912	0.9981889	
1048	0.5734247	0.3058469	0.2657544	0.4283988	
1049	1.040973	0.07898319	0.101668	0.8193488	
1050	0.3781146	0.1843727	0.5743617	0.2412656	
1051	0.3781146	0.1843727	0.5743617	0.2412656	
1052	0.3781146	0.1843727	0.5743617	0.2412656	
1053	0.7252393	0.2407936	0.2029162	0.5562902	
1054	0.77674	0.1463793	0.2619147	0.591706	
1055	0.4138034	0.05488527	0.6863634	0.2587514	
1056	0.4138034	0.05488527	0.6863634	0.2587514	
1057	1.2534	4.286476e-05	0.000324566	0.9996326	
1058	0.1525525	0.1571973	0.8051953	0.0376073	
1059	0.2148993	0.1460851	0.7620665	0.09184831	
1060	0.5077435	0.08217094	0.572501	0.3453281	
1061	0.1952862	0.152822	0.7720358	0.07514218	
1062	1.084118	0.004103864	0.1464128	0.8494833	
1063	1.088065	0.02048631	0.1247141	0.8547995	
1064	0.1952862	0.152822	0.7720358	0.07514218	
1065	1.240334	0.003015716	0.008647635	0.9883366	
1066	0.1952862	0.152822	0.7720358	0.07514218	
1067	0.8396685	0.09784075	0.2598176	0.6423417	
1068	0.8089533	0.1332903	0.2477879	0.6189218	
1069	0.5869057	0.1965504	0.3750975	0.4283521	
1070	0.5869057	0.1965504	0.3750975	0.4283521	
1071	0.2810471	0.298426	0.5340979	0.167476	
1072	1.249452	2.407537e-05	0.003857673	0.9961183	
1073	0.1711114	0.1879577	0.7545361	0.05750616	
1074	0.4864266	0.1019424	0.5695156	0.3285421	
1075	0.7265551	0.1046149	0.3529252	0.5424599	
1076	0.1525525	0.1571973	0.8051953	0.0376073	
1077	1.119355	0.037518	0.07796993	0.8845121	
1078	0.1156584	0.1262872	0.8723323	0.001380581	
1079	1.249538	5.500827e-05	0.003746505	0.9961985	
1080	1.056388	0.07891152	0.08803414	0.8330543	
1081	1.2531	0.0002287938	0.0003847606	0.9993864	
1082	0.195331	0.1721134	0.7505795	0.07730707	
1083	0.4006067	0.07596876	0.6746975	0.2493338	
1084	0.1815154	0.1558825	0.7808889	0.06322854	
1085	0.40335	0.3822108	0.3322804	0.2855087	
1086	1.250087	0.0008282881	0.002399414	0.9967723	
1087	1.230543	0.006327614	0.01368125	0.9799911	
1088	1.067066	0.05033669	0.1102572	0.8394061	
1089	1.164317	0.01007179	0.06844024	0.921488	
1090	0.6979615	0.2284944	0.2408371	0.5306685	
1091	0.6979615	0.2284944	0.2408371	0.5306685	
1092	1.155378	0.007504282	0.07924365	0.9132521	
1093	1.155378	0.007504282	0.07924365	0.9132521	
1094	1.155378	0.007504282	0.07924365	0.9132521	
1095	1.225217	0.007242031	0.01740462	0.9753533	
1096	0.4917531	0.2172184	0.4368026	0.345979	
1097	1.229576	0.003852973	0.01728831	0.9788587	
1098	0.7498943	0.01680948	0.4296399	0.5535506	
1099	0.5272052	0.1326136	0.4991883	0.3681982	
1100	0.1164733	0.2045933	0.7846753	0.01073146	
1101	0.7310432	0.2185633	0.222432	0.5590047	
1102	0.2482122	0.1166962	0.765057	0.1182468	
1103	0.6979615	0.2284944	0.2408371	0.5306685	
1104	0.1198728	0.1858996	0.8024039	0.0116965	
1105	1.058842	0.05174673	0.1160075	0.8322457	
1106	1.183958	0.02712742	0.03203353	0.940839	
1107	0.688275	0.1665267	0.3182483	0.515225	
1108	0.373761	0.2765097	0.4759482	0.2475421	
1109	1.033881	0.009683881	0.1849097	0.8054064	
1110	0.6979615	0.2284944	0.2408371	0.5306685	
1111	0.5637688	0.04475454	0.5641977	0.3910478	
1112	0.6979615	0.2284944	0.2408371	0.5306685	
1113	0.3179062	0.1295207	0.6888186	0.1816607	
1114	0.8594298	0.1169616	0.2210104	0.662028	
1115	0.3952586	0.09590281	0.6573253	0.2467719	
1116	0.367263	0.1564742	0.6149872	0.2285386	
1117	0.1216751	0.126385	0.8668711	0.006743925	
1118	0.2919922	0.08644996	0.7596875	0.1538625	
1119	0.4270381	0.339818	0.3582696	0.3019124	
1120	0.3723562	0.1785703	0.585926	0.2355037	
1121	0.2249942	0.1223855	0.7793963	0.09821823	
1122	0.2148993	0.1460851	0.7620665	0.09184831	
1123	0.2148993	0.1460851	0.7620665	0.09184831	
1124	0.2148993	0.1460851	0.7620665	0.09184831	
1125	0.6692726	0.005852349	0.5135268	0.4806208	
1126	0.456516	0.044033	0.6604131	0.2955539	
1127	1.197833	0.01303178	0.03533776	0.9516305	
1128	1.139587	0.0004405087	0.1011333	0.8984262	
1129	0.1952862	0.152822	0.7720358	0.07514218	
1130	0.3760581	0.3719374	0.367965	0.2600976	
1131	0.2148993	0.1460851	0.7620665	0.09184831	
1132	0.2148993	0.1460851	0.7620665	0.09184831	
1133	0.2148993	0.1460851	0.7620665	0.09184831	
1134	0.261309	0.3907708	0.4491402	0.160089	
1135	1.226795	0.004430296	0.01912197	0.9764477	
1136	0.1952862	0.152822	0.7720358	0.07514218	
1137	1.248761	0.0006415022	0.003786522	0.995572	
1138	1.003903	0.0008730374	0.2213601	0.7777669	
1139	0.6283712	0.005560493	0.5502376	0.4442019	
1140	0.1952862	0.152822	0.7720358	0.07514218	
1141	1.231379	0.002331901	0.0173731	0.980295	
1142	0.1829054	0.1399353	0.7973562	0.06270842	
1143	0.6979615	0.2284944	0.2408371	0.5306685	
1144	0.1952862	0.152822	0.7720358	0.07514218	
1145	0.8973181	0.001643594	0.3153251	0.6830313	
1146	1.253495	5.697375e-06	0.0002806774	0.9997136	
1147	0.6692726	0.005852349	0.5135268	0.4806208	
1148	1.187745	0.0171847	0.03970197	0.9431133	
1149	1.155516	0.0001810197	0.08725084	0.9125681	
1150	0.8396685	0.09784075	0.2598176	0.6423417	
1151	1.139587	0.0004405087	0.1011333	0.8984262	
1152	0.1755701	0.09797517	0.8504642	0.05156062	
1153	0.8396685	0.09784075	0.2598176	0.6423417	
1154	1.134864	0.04722667	0.05339494	0.8993784	
1155	1.031818	0.007983866	0.1886327	0.8033834	
1156	0.1243177	0.2267789	0.7530672	0.02015387	
1157	0.6979615	0.2284944	0.2408371	0.5306685	
1158	0.9207262	0.1293585	0.1527172	0.7179242	
1159	1.248761	0.0006415022	0.003786522	0.995572	
1160	0.1952862	0.152822	0.7720358	0.07514218	
1161	0.921577	0.001740159	0.2936367	0.7046231	
1162	0.3101908	0.08176185	0.7487021	0.169536	
1163	1.242981	2.552229e-05	0.009612004	0.9903625	
1164	0.6979615	0.2284944	0.2408371	0.5306685	
1165	1.253315	0.0001182494	0.0003163764	0.9995654	
1166	1.247607	0.001411746	0.00395854	0.9946297	
1167	1.07478	0.03283992	0.1228181	0.8443419	
1168	0.1711114	0.1879577	0.7545361	0.05750616	
1169	0.6979615	0.2284944	0.2408371	0.5306685	
1170	0.8149183	0.1753432	0.1957959	0.6288608	
1171	1.238772	0.003143494	0.009895152	0.9869614	
1172	0.8089533	0.1332903	0.2477879	0.6189218	
1173	0.1904091	0.1547154	0.7742727	0.07101196	
1174	0.3390541	0.07954744	0.7254831	0.1949695	
1175	0.456516	0.044033	0.6604131	0.2955539	
1176	0.2360812	0.1202878	0.7718617	0.1078504	
1177	0.2966007	0.08247857	0.7599966	0.1575249	
1178	0.8718005	0.1507808	0.1724605	0.6767587	
1179	0.1190508	0.1906281	0.7978859	0.01148607	
1180	0.2911962	0.02917329	0.8239817	0.1468451	
1181	0.6979615	0.2284944	0.2408371	0.5306685	
1182	1.248286	0.0003544837	0.004527625	0.9951179	
1183	0.8089533	0.1332903	0.2477879	0.6189218	
1184	1.248046	0.0004465176	0.004638958	0.9949145	
1185	1.251274	7.526421e-06	0.002254361	0.9977381	
1186	1.235461	6.321487e-06	0.01632399	0.9836697	
1187	1.184846	0.01872364	0.04057307	0.9407033	
1188	0.5023798	0.2661628	0.3730129	0.3608243	
1189	1.178399	0.001535826	0.06538918	0.933075	
1190	1.223252	6.820842e-05	0.02711683	0.972815	
1191	1.223252	6.820842e-05	0.02711683	0.972815	
1192	0.7349198	0.06728595	0.3869248	0.5457892	
1193	1.243577	0.001841786	0.007065907	0.9910923	
1194	0.6579257	0.2573394	0.2444314	0.4982293	
1195	0.2249942	0.1223855	0.7793963	0.09821823	
1196	0.2249942	0.1223855	0.7793963	0.09821823	
1197	0.2249942	0.1223855	0.7793963	0.09821823	
1198	0.2115598	0.1360526	0.7761751	0.08777228	
1199	1.139538	0.02526201	0.07362101	0.901117	
1200	0.7545414	0.0637989	0.3733402	0.5628609	
1201	0.2793012	0.2088284	0.6351185	0.1560531	
1202	0.2793012	0.2088284	0.6351185	0.1560531	
1203	0.1379343	0.1311235	0.8471459	0.02173052	
1204	0.151924	0.1713941	0.7899938	0.03861205	
1205	0.6809181	0.01257169	0.4957073	0.4917211	
1206	1.017493	0.001706522	0.2083449	0.7899485	
1207	0.1349294	0.4519695	0.4936301	0.05440048	
1208	0.1952862	0.152822	0.7720358	0.07514218	
1209	0.1952862	0.152822	0.7720358	0.07514218	
1210	1.016558	0.09373575	0.1070103	0.7992539	
1211	0.2966007	0.08247857	0.7599966	0.1575249	
1212	0.2327749	0.2454372	0.6358678	0.118695	
1213	0.1952862	0.152822	0.7720358	0.07514218	
1214	0.5555835	0.02193266	0.5968154	0.3812519	
1215	0.8708997	0.1077272	0.2210582	0.6712147	
1216	0.1723886	0.5076482	0.3984935	0.09385832	
1217	0.4040271	0.04840935	0.7022499	0.2493407	
1218	1.084118	0.004103864	0.1464128	0.8494833	
1219	1.088065	0.02048631	0.1247141	0.8547995	
1220	0.1952862	0.152822	0.7720358	0.07514218	
1221	0.1952862	0.152822	0.7720358	0.07514218	
1222	1.139538	0.02526201	0.07362101	0.901117	
1223	0.1952862	0.152822	0.7720358	0.07514218	
1224	0.9423934	0.01477432	0.2606481	0.7245776	
1225	0.1466389	0.1024809	0.8712001	0.02631909	
1226	0.6979615	0.2284944	0.2408371	0.5306685	
1227	0.6979615	0.2284944	0.2408371	0.5306685	
1228	0.6979615	0.2284944	0.2408371	0.5306685	
1229	0.6337111	0.2590702	0.2640516	0.4768781	
1230	1.230277	0.0002524642	0.02066214	0.9790854	
1231	0.445886	0.05856206	0.6537402	0.2876977	
1232	0.7792438	0.2040539	0.1956594	0.6002867	
1233	1.221914	0.006481044	0.02118741	0.9723315	
1234	0.1198728	0.1858996	0.8024039	0.0116965	
1235	0.8792316	0.06563524	0.2603745	0.6739902	
1236	0.8964897	0.1508024	0.1504725	0.6987251	
1237	0.8089533	0.1332903	0.2477879	0.6189218	
1238	0.5816965	0.1701628	0.4090261	0.4208111	
1239	1.038357	0.08226899	0.1003471	0.8173839	
1240	1.197536	0.02032	0.02751106	0.9521689	
